SDate,STime,SDateTime,Station,GROW_AREA,OpenClosed,WDIR,Tide,Class,CATEGORY,Temp,Sal,ColiScore,RawColi,YEAR,LCFlag,RCFlag,ColiVal
2015-06-17,15:35:00,2015-06-17T15:35:00Z,WK063.00,WK,C,CL,E,P,A,17,30,1.9,<2,2015,TRUE,FALSE,2
2015-06-02,11:58:00,2015-06-02T11:58:00Z,WK063.00,WK,C,CL,H,P,A,13,30,24,24,2015,FALSE,FALSE,24
2015-04-22,16:45:00,2015-04-22T16:45:00Z,WK063.00,WK,C,SW,E,P,A,10,22,1.9,<2,2015,TRUE,FALSE,2
2015-04-07,17:03:00,2015-04-07T17:03:00Z,WK063.00,WK,C,SW,E,P,A,4,30,1.9,<2,2015,TRUE,FALSE,2
2019-09-23,08:13:00,2019-09-23T08:13:00Z,WK061.00,WK,O,,E,A,A,17,31,1.9,<2,2019,TRUE,FALSE,2
2019-08-20,12:50:00,2019-08-20T12:50:00Z,WK061.00,WK,O,,F,A,A,21,31,1.9,<2,2019,TRUE,FALSE,2
2019-07-30,08:36:00,2019-07-30T08:36:00Z,WK061.00,WK,O,,HF,A,A,23,32,25,25,2019,FALSE,FALSE,25
2019-06-26,08:47:00,2019-06-26T08:47:00Z,WK061.00,WK,O,,E,A,A,13,25,1.9,<2,2019,TRUE,FALSE,2
2019-05-29,,2019-05-29T00:00:00Z,WK061.00,WK,O,,LF,A,A,10,25,2,2,2019,FALSE,FALSE,2
2019-04-29,08:58:00,2019-04-29T08:58:00Z,WK061.00,WK,O,,HE,A,A,9,26,1.9,<2,2019,TRUE,FALSE,2
2019-03-18,11:23:00,2019-03-18T11:23:00Z,WK061.00,WK,O,,E,A,A,2,30,1.9,<2,2019,TRUE,FALSE,2
2019-02-26,21:00:00,2019-02-26T21:00:00Z,WK061.00,WK,O,,E,A,A,0,30,1.9,<2,2019,TRUE,FALSE,2
2019-01-28,15:34:00,2019-01-28T15:34:00Z,WK061.00,WK,O,,F,A,A,0,32,1.9,<2,2019,TRUE,FALSE,2
2019-01-07,13:13:00,2019-01-07T13:13:00Z,WK061.00,WK,O,,E,A,A,4,30,1.9,<2,2019,TRUE,FALSE,2
2018-10-10,11:12:00,2018-10-10T11:12:00Z,WK061.00,WK,O,CL,HF,A,A,15,35,1.9,<2,2018,TRUE,FALSE,2
2018-09-17,16:58:00,2018-09-17T16:58:00Z,WK061.00,WK,C,S,HF,CA,A,20,33,2,2,2018,FALSE,FALSE,2
2018-08-26,,2018-08-26T00:00:00Z,WK061.00,WK,C,S,E,CA,A,22,31,4,4,2018,FALSE,FALSE,4
2018-08-01,14:13:00,2018-08-01T14:13:00Z,WK061.00,WK,C,S,HF,CA,A,25,33,4,4,2018,FALSE,FALSE,4
2018-06-19,16:07:00,2018-06-19T16:07:00Z,WK061.00,WK,C,N,HF,CA,A,17,33,1.9,<2,2018,TRUE,FALSE,2
2018-05-01,12:05:00,2018-05-01T12:05:00Z,WK061.00,WK,O,S,HF,CA,A,10,24,1.9,<2,2018,TRUE,FALSE,2
2018-04-04,14:30:00,2018-04-04T14:30:00Z,WK061.00,WK,O,S,H,CA,A,6,30,1.9,<2,2018,TRUE,FALSE,2
2018-03-19,13:40:00,2018-03-19T13:40:00Z,WK061.00,WK,O,S,HE,CA,A,1,38,1.9,<2,2018,TRUE,FALSE,2
2018-02-26,08:32:00,2018-02-26T08:32:00Z,WK061.00,WK,O,CL,HE,CA,A,3,35,1.9,<2,2018,TRUE,FALSE,2
2018-02-05,15:05:00,2018-02-05T15:05:00Z,WK061.00,WK,O,N,H,CA,A,0,14,12,12,2018,FALSE,FALSE,12
2018-01-22,14:10:00,2018-01-22T14:10:00Z,WK061.00,WK,,,H,CA,A,,,,,2018,,,
2018-01-09,14:35:00,2018-01-09T14:35:00Z,WK061.00,WK,,,F,CA,A,,,,,2018,,,
2017-11-06,12:08:00,2017-11-06T12:08:00Z,WK061.00,WK,O,S,H,CA,A,12,27,50,50,2017,FALSE,FALSE,50
2017-09-06,12:19:00,2017-09-06T12:19:00Z,WK061.00,WK,C,CL,HE,CA,A,19,34,11,11,2017,FALSE,FALSE,11
2017-07-24,13:46:00,2017-07-24T13:46:00Z,WK061.00,WK,C,CL,HE,CA,A,20,34,4,4,2017,FALSE,FALSE,4
2017-06-19,08:05:00,2017-06-19T08:05:00Z,WK061.00,WK,C,S,HE,CA,A,20,30,1.9,<2,2017,TRUE,FALSE,2
2017-05-09,12:33:00,2017-05-09T12:33:00Z,WK061.00,WK,O,S,HE,CA,A,11,25,1.9,<2,2017,TRUE,FALSE,2
2017-04-05,08:18:00,2017-04-05T08:18:00Z,WK061.00,WK,O,NE,HE,CA,A,3,30,1.9,<2,2017,TRUE,FALSE,2
2017-03-22,09:45:00,2017-03-22T09:45:00Z,WK061.00,WK,O,NW,E,CA,A,5,30,1.9,<2,2017,TRUE,FALSE,2
2017-03-13,11:17:00,2017-03-13T11:17:00Z,WK061.00,WK,,,HF,CA,A,,,,,2017,,,
2017-02-08,11:02:00,2017-02-08T11:02:00Z,WK061.00,WK,O,CL,E,CA,A,0,32,1.9,<2,2017,TRUE,FALSE,2
2017-01-04,13:56:00,2017-01-04T13:56:00Z,WK061.00,WK,O,CL,HF,CA,A,7,24,4,4,2017,FALSE,FALSE,4
2016-12-05,13:37:00,2016-12-05T13:37:00Z,WK061.00,WK,O,N,HF,CA,A,2,30,1.9,<2,2016,TRUE,FALSE,2
2016-11-28,,2016-11-28T00:00:00Z,WK061.00,WK,O,NW,H,CA,A,5,32,1.9,<2,2016,TRUE,FALSE,2
2016-11-07,,2016-11-07T00:00:00Z,WK061.00,WK,O,N,HF,CA,A,8,30,1.9,<2,2016,TRUE,FALSE,2
2016-08-15,10:40:00,2016-08-15T10:40:00Z,WK061.00,WK,C,CL,HE,CA,A,23,30,1.9,<2,2016,TRUE,FALSE,2
2016-08-03,15:43:00,2016-08-03T15:43:00Z,WK061.00,WK,C,SW,E,CA,A,26,30,114,114,2016,FALSE,FALSE,114
2016-05-11,16:07:00,2016-05-11T16:07:00Z,WK061.00,WK,O,SW,H,CA,A,10,30,1.9,<2,2016,TRUE,FALSE,2
2016-04-12,15:39:00,2016-04-12T15:39:00Z,WK061.00,WK,O,S,H,CA,A,5,30,1.9,<2,2016,TRUE,FALSE,2
2016-03-22,12:31:00,2016-03-22T12:31:00Z,WK061.00,WK,O,SE,HE,CA,A,5,30,1.9,<2,2016,TRUE,FALSE,2
2016-03-09,11:56:00,2016-03-09T11:56:00Z,WK061.00,WK,O,NW,HE,CA,A,7,28,1.9,<2,2016,TRUE,FALSE,2
2016-02-23,08:49:00,2016-02-23T08:49:00Z,WK061.00,WK,O,N,F,CA,A,1,31,1.9,1.9,2016,FALSE,FALSE,2
2016-01-20,08:47:00,2016-01-20T08:47:00Z,WK061.00,WK,O,NW,HE,CA,A,-1,32,1.9,<2,2016,TRUE,FALSE,2
2015-12-28,13:02:00,2015-12-28T13:02:00Z,WK061.00,WK,O,NW,H,CA,A,1,30,6,6,2015,FALSE,FALSE,6
2015-12-16,14:06:00,2015-12-16T14:06:00Z,WK061.00,WK,O,NW,H,CA,A,5,30,1.9,<2,2015,TRUE,FALSE,2
2015-12-01,14:40:00,2015-12-01T14:40:00Z,WK061.00,WK,O,CL,H,CA,A,5,30,1.9,<2,2015,TRUE,FALSE,2
2015-11-02,15:41:00,2015-11-02T15:41:00Z,WK061.00,WK,O,W,H,CA,A,11,30,1.9,<2,2015,TRUE,FALSE,2
2015-09-08,11:41:00,2015-09-08T11:41:00Z,WK061.00,WK,C,CL,E,CA,A,23,30,4,4,2015,FALSE,FALSE,4
2015-07-22,16:22:00,2015-07-22T16:22:00Z,WK061.00,WK,C,CL,H,CA,A,22,30,42,42,2015,FALSE,FALSE,42
2015-06-17,15:28:00,2015-06-17T15:28:00Z,WK061.00,WK,C,CL,E,P,A,17,30,2,2,2015,FALSE,FALSE,2
2015-06-02,11:46:00,2015-06-02T11:46:00Z,WK061.00,WK,C,CL,H,P,A,13,30,12,12,2015,FALSE,FALSE,12
2015-04-22,16:36:00,2015-04-22T16:36:00Z,WK061.00,WK,C,CL,E,P,A,10,22,2,2,2015,FALSE,FALSE,2
2015-04-07,16:57:00,2015-04-07T16:57:00Z,WK061.00,WK,C,SW,E,P,A,4,30,1.9,<2,2015,TRUE,FALSE,2
2019-09-23,08:07:00,2019-09-23T08:07:00Z,WK059.20,WK,O,,E,A,A,16,31,1.9,<2,2019,TRUE,FALSE,2
2019-08-20,13:00:00,2019-08-20T13:00:00Z,WK059.20,WK,O,,F,A,A,22,31,2,2,2019,FALSE,FALSE,2
2019-07-30,08:30:00,2019-07-30T08:30:00Z,WK059.20,WK,O,,F,A,A,23,30,27,27,2019,FALSE,FALSE,27
2019-06-26,08:39:00,2019-06-26T08:39:00Z,WK059.20,WK,O,,E,A,A,14,25,10,10,2019,FALSE,FALSE,10
2019-05-29,,2019-05-29T00:00:00Z,WK059.20,WK,O,,LF,A,A,10,25,11,11,2019,FALSE,FALSE,11
2019-04-29,08:54:00,2019-04-29T08:54:00Z,WK059.20,WK,O,,HE,A,A,8,26,1.9,<2,2019,TRUE,FALSE,2
2019-03-27,14:53:00,2019-03-27T14:53:00Z,WK059.20,WK,O,,F,A,A,6,30,1.9,<2,2019,TRUE,FALSE,2
2019-03-18,11:20:00,2019-03-18T11:20:00Z,WK059.20,WK,O,,E,A,A,2,30,1.9,<2,2019,TRUE,FALSE,2
2019-03-05,16:03:00,2019-03-05T16:03:00Z,WK059.20,WK,O,,LE,A,A,-2,30,1.9,<2,2019,TRUE,FALSE,2
2019-02-26,20:55:00,2019-02-26T20:55:00Z,WK059.20,WK,O,,E,A,A,0,30,1.9,<2,2019,TRUE,FALSE,2
2019-01-28,15:45:00,2019-01-28T15:45:00Z,WK059.20,WK,,,F,A,A,,,,,2019,,,
2019-01-07,13:05:00,2019-01-07T13:05:00Z,WK059.20,WK,O,,HE,A,A,3,31,1.9,<2,2019,TRUE,FALSE,2
2018-10-10,11:07:00,2018-10-10T11:07:00Z,WK059.20,WK,O,CL,HF,A,A,15,35,1.9,<2,2018,TRUE,FALSE,2
2018-09-17,16:53:00,2018-09-17T16:53:00Z,WK059.20,WK,C,S,HF,CA,A,20,31,9.1,9.1,2018,FALSE,FALSE,9.1
2018-08-26,,2018-08-26T00:00:00Z,WK059.20,WK,C,S,E,CA,A,21,31,1.9,<2,2018,TRUE,FALSE,2
2018-08-01,14:04:00,2018-08-01T14:04:00Z,WK059.20,WK,C,S,HF,CA,A,25,34,1.9,<2,2018,TRUE,FALSE,2
2018-06-19,15:59:00,2018-06-19T15:59:00Z,WK059.20,WK,C,N,HF,CA,A,17,32,1.9,<2,2018,TRUE,FALSE,2
2018-05-01,11:57:00,2018-05-01T11:57:00Z,WK059.20,WK,O,S,HF,CA,A,10,26,1.9,<2,2018,TRUE,FALSE,2
2018-04-04,14:22:00,2018-04-04T14:22:00Z,WK059.20,WK,O,S,H,CA,A,7,30,1.9,<2,2018,TRUE,FALSE,2
2018-03-19,13:20:00,2018-03-19T13:20:00Z,WK059.20,WK,O,CL,H,CA,A,0,38,1.9,<2,2018,TRUE,FALSE,2
2018-02-26,08:18:00,2018-02-26T08:18:00Z,WK059.20,WK,O,CL,HE,CA,A,1,36,1.9,<2,2018,TRUE,FALSE,2
2018-02-05,14:45:00,2018-02-05T14:45:00Z,WK059.20,WK,O,N,H,CA,A,0,30,1.9,<2,2018,TRUE,FALSE,2
2018-01-22,13:45:00,2018-01-22T13:45:00Z,WK059.20,WK,,,H,CA,A,,,,,2018,,,
2018-01-09,14:30:00,2018-01-09T14:30:00Z,WK059.20,WK,,,F,CA,A,,,,,2018,,,
2017-11-06,11:55:00,2017-11-06T11:55:00Z,WK059.20,WK,O,CL,H,CA,A,11,28,7.3,7.3,2017,FALSE,FALSE,7.3
2017-09-06,12:12:00,2017-09-06T12:12:00Z,WK059.20,WK,C,CL,H,CA,A,18,33,4,4,2017,FALSE,FALSE,4
2017-07-24,13:37:00,2017-07-24T13:37:00Z,WK059.20,WK,C,CL,HE,CA,A,20,33,2,2,2017,FALSE,FALSE,2
2017-06-19,07:56:00,2017-06-19T07:56:00Z,WK059.20,WK,C,S,HE,CA,A,20,30,1.9,<2,2017,TRUE,FALSE,2
2017-05-09,12:20:00,2017-05-09T12:20:00Z,WK059.20,WK,O,SW,HE,CA,A,10,25,4,4,2017,FALSE,FALSE,4
2017-04-05,08:10:00,2017-04-05T08:10:00Z,WK059.20,WK,O,NE,HE,CA,A,2,28,2,2,2017,FALSE,FALSE,2
2017-03-22,09:36:00,2017-03-22T09:36:00Z,WK059.20,WK,O,NW,E,CA,A,5,30,1.9,<2,2017,TRUE,FALSE,2
2017-03-13,11:10:00,2017-03-13T11:10:00Z,WK059.20,WK,,,HF,CA,A,,,,,2017,,,
2017-02-08,10:44:00,2017-02-08T10:44:00Z,WK059.20,WK,O,CL,E,CA,A,0,32,1.9,<2,2017,TRUE,FALSE,2
2017-01-04,13:48:00,2017-01-04T13:48:00Z,WK059.20,WK,O,CL,HF,CA,A,6,26,5.5,5.5,2017,FALSE,FALSE,5.5
2016-12-05,13:28:00,2016-12-05T13:28:00Z,WK059.20,WK,O,N,HF,CA,A,2,28,1.9,<2,2016,TRUE,FALSE,2
2016-11-28,,2016-11-28T00:00:00Z,WK059.20,WK,O,NW,H,CA,A,2,32,1.9,<2,2016,TRUE,FALSE,2
2016-11-07,,2016-11-07T00:00:00Z,WK059.20,WK,O,N,HF,CA,A,5,30,1.9,<2,2016,TRUE,FALSE,2
2016-08-15,10:31:00,2016-08-15T10:31:00Z,WK059.20,WK,C,N,HE,CA,A,22,30,2,2,2016,FALSE,FALSE,2
2016-08-03,15:28:00,2016-08-03T15:28:00Z,WK059.20,WK,C,SW,E,CA,A,26,30,2,2,2016,FALSE,FALSE,2
2016-05-11,16:00:00,2016-05-11T16:00:00Z,WK059.20,WK,O,SW,H,CA,A,10,30,1.9,<2,2016,TRUE,FALSE,2
2016-04-12,15:30:00,2016-04-12T15:30:00Z,WK059.20,WK,O,S,HF,CA,A,5,30,1.9,<2,2016,TRUE,FALSE,2
2016-03-22,12:23:00,2016-03-22T12:23:00Z,WK059.20,WK,O,SE,HE,CA,A,4,30,1.9,<2,2016,TRUE,FALSE,2
2016-03-09,12:06:00,2016-03-09T12:06:00Z,WK059.20,WK,O,NW,HE,CA,A,7,28,1.9,<2,2016,TRUE,FALSE,2
2016-02-23,09:00:00,2016-02-23T09:00:00Z,WK059.20,WK,O,N,F,CA,A,2,31,1.9,1.9,2016,FALSE,FALSE,2
2016-01-20,08:33:00,2016-01-20T08:33:00Z,WK059.20,WK,O,CL,HE,CA,A,-2,32,1.9,<2,2016,TRUE,FALSE,2
2015-12-28,12:52:00,2015-12-28T12:52:00Z,WK059.20,WK,O,NW,H,CA,A,3,30,1.9,<2,2015,TRUE,FALSE,2
2015-12-16,14:17:00,2015-12-16T14:17:00Z,WK059.20,WK,O,NW,H,CA,A,6,30,1.9,<2,2015,TRUE,FALSE,2
2015-12-01,14:18:00,2015-12-01T14:18:00Z,WK059.20,WK,O,CL,HF,CA,A,5,30,1.9,<2,2015,TRUE,FALSE,2
2015-11-02,15:33:00,2015-11-02T15:33:00Z,WK059.20,WK,O,W,H,CA,A,10,30,1.9,<2,2015,TRUE,FALSE,2
2015-09-08,11:31:00,2015-09-08T11:31:00Z,WK059.20,WK,C,CL,E,CA,A,23,30,2,2,2015,FALSE,FALSE,2
2015-07-22,16:09:00,2015-07-22T16:09:00Z,WK059.20,WK,C,CL,H,CA,A,20,30,1.9,<2,2015,TRUE,FALSE,2
2015-06-17,15:16:00,2015-06-17T15:16:00Z,WK059.20,WK,O,CL,E,A,A,18,30,1.9,<2,2015,TRUE,FALSE,2
2015-06-02,11:32:00,2015-06-02T11:32:00Z,WK059.20,WK,O,CL,H,A,A,11,20,116,116,2015,FALSE,FALSE,116
2015-04-22,16:25:00,2015-04-22T16:25:00Z,WK059.20,WK,C,CL,E,A,A,10,22,1.9,<2,2015,TRUE,FALSE,2
2015-04-07,16:49:00,2015-04-07T16:49:00Z,WK059.20,WK,O,SW,E,A,A,4,28,1.9,<2,2015,TRUE,FALSE,2
2019-09-23,08:02:00,2019-09-23T08:02:00Z,WK058.00,WK,O,,E,A,A,16,31,1.9,<2,2019,TRUE,FALSE,2
2019-08-20,13:14:00,2019-08-20T13:14:00Z,WK058.00,WK,O,,F,A,A,21,31,1.9,<2,2019,TRUE,FALSE,2
2019-07-30,08:23:00,2019-07-30T08:23:00Z,WK058.00,WK,O,,F,A,A,22,30,4,4,2019,FALSE,FALSE,4
2019-06-26,08:28:00,2019-06-26T08:28:00Z,WK058.00,WK,O,,E,A,A,13,25,10,10,2019,FALSE,FALSE,10
2019-05-29,,2019-05-29T00:00:00Z,WK058.00,WK,O,,LF,A,A,9,25,6,6,2019,FALSE,FALSE,6
2019-04-29,08:49:00,2019-04-29T08:49:00Z,WK058.00,WK,O,,HE,A,A,9,26,4,4,2019,FALSE,FALSE,4
2019-03-18,11:00:00,2019-03-18T11:00:00Z,WK058.00,WK,O,,E,A,A,0,32,1.9,<2,2019,TRUE,FALSE,2
2019-02-26,20:43:00,2019-02-26T20:43:00Z,WK058.00,WK,O,,E,A,A,2,30,1.9,<2,2019,TRUE,FALSE,2
2019-01-28,15:10:00,2019-01-28T15:10:00Z,WK058.00,WK,O,,F,A,A,-2,32,1.9,<2,2019,TRUE,FALSE,2
2019-01-07,12:52:00,2019-01-07T12:52:00Z,WK058.00,WK,O,,HE,A,A,6,32,1.9,<2,2019,TRUE,FALSE,2
2018-10-10,11:02:00,2018-10-10T11:02:00Z,WK058.00,WK,O,CL,HF,A,A,14,35,1.9,<2,2018,TRUE,FALSE,2
2018-09-17,16:47:00,2018-09-17T16:47:00Z,WK058.00,WK,C,S,HF,CA,A,20,32,2,2,2018,FALSE,FALSE,2
2018-08-26,,2018-08-26T00:00:00Z,WK058.00,WK,C,S,E,CA,A,22,31,2,2,2018,FALSE,FALSE,2
2018-08-01,13:57:00,2018-08-01T13:57:00Z,WK058.00,WK,C,S,HF,CA,A,23,33,1.9,<2,2018,TRUE,FALSE,2
2018-06-19,15:54:00,2018-06-19T15:54:00Z,WK058.00,WK,C,N,HF,CA,A,17,32,1.9,<2,2018,TRUE,FALSE,2
2018-05-01,11:49:00,2018-05-01T11:49:00Z,WK058.00,WK,O,S,HF,CA,A,10,23,1.9,<2,2018,TRUE,FALSE,2
2018-04-04,14:10:00,2018-04-04T14:10:00Z,WK058.00,WK,O,S,HF,CA,A,6,31,1.9,<2,2018,TRUE,FALSE,2
2018-03-19,12:50:00,2018-03-19T12:50:00Z,WK058.00,WK,O,CL,H,CA,A,0,36,1.9,<2,2018,TRUE,FALSE,2
2018-02-26,07:58:00,2018-02-26T07:58:00Z,WK058.00,WK,O,CL,HE,CA,A,1,36,1.9,<2,2018,TRUE,FALSE,2
2018-02-05,14:30:00,2018-02-05T14:30:00Z,WK058.00,WK,O,N,H,CA,A,0,30,1.9,<2,2018,TRUE,FALSE,2
2018-01-22,13:35:00,2018-01-22T13:35:00Z,WK058.00,WK,,,HF,CA,A,,,,,2018,,,
2018-01-09,14:23:00,2018-01-09T14:23:00Z,WK058.00,WK,,,F,CA,A,,,,,2018,,,
2017-11-06,11:40:00,2017-11-06T11:40:00Z,WK058.00,WK,O,S,H,CA,A,12,16,66,66,2017,FALSE,FALSE,66
2017-09-06,12:00:00,2017-09-06T12:00:00Z,WK058.00,WK,C,CL,H,CA,A,18,34,35,35,2017,FALSE,FALSE,35
2017-07-24,13:15:00,2017-07-24T13:15:00Z,WK058.00,WK,C,W,HE,CA,A,20,33,10,10,2017,FALSE,FALSE,10
2017-06-19,07:44:00,2017-06-19T07:44:00Z,WK058.00,WK,C,S,HE,CA,A,19,30,4,4,2017,FALSE,FALSE,4
2017-05-09,12:07:00,2017-05-09T12:07:00Z,WK058.00,WK,O,SW,HE,CA,A,11,25,1.9,<2,2017,TRUE,FALSE,2
2017-04-05,07:56:00,2017-04-05T07:56:00Z,WK058.00,WK,O,NE,HE,CA,A,3,30,1.9,<2,2017,TRUE,FALSE,2
2017-03-22,09:15:00,2017-03-22T09:15:00Z,WK058.00,WK,O,NW,E,CA,A,5,30,1.9,<2,2017,TRUE,FALSE,2
2017-03-13,11:00:00,2017-03-13T11:00:00Z,WK058.00,WK,,,F,CA,A,,,,,2017,,,
2017-02-08,10:27:00,2017-02-08T10:27:00Z,WK058.00,WK,O,CL,E,CA,A,0,32,1.9,<2,2017,TRUE,FALSE,2
2017-01-04,13:33:00,2017-01-04T13:33:00Z,WK058.00,WK,O,CL,HF,CA,A,6,30,1.9,<2,2017,TRUE,FALSE,2
2016-12-05,13:13:00,2016-12-05T13:13:00Z,WK058.00,WK,O,N,HF,CA,A,5,30,2,2,2016,FALSE,FALSE,2
2016-11-28,,2016-11-28T00:00:00Z,WK058.00,WK,O,NW,HF,CA,A,5,32,1.9,<2,2016,TRUE,FALSE,2
2016-11-07,,2016-11-07T00:00:00Z,WK058.00,WK,O,N,HF,CA,A,7,30,1.9,<2,2016,TRUE,FALSE,2
2016-08-15,10:19:00,2016-08-15T10:19:00Z,WK058.00,WK,C,CL,HE,CA,A,21,30,6,6,2016,FALSE,FALSE,6
2016-08-03,15:15:00,2016-08-03T15:15:00Z,WK058.00,WK,C,SW,E,CA,A,24,30,2,2,2016,FALSE,FALSE,2
2016-05-11,15:45:00,2016-05-11T15:45:00Z,WK058.00,WK,O,SW,H,CA,A,9,30,1.9,<2,2016,TRUE,FALSE,2
2016-04-12,15:20:00,2016-04-12T15:20:00Z,WK058.00,WK,O,S,HF,CA,A,4,30,1.9,<2,2016,TRUE,FALSE,2
2016-03-22,11:48:00,2016-03-22T11:48:00Z,WK058.00,WK,O,SE,H,CA,A,4,28,1.9,<2,2016,TRUE,FALSE,2
2016-03-09,12:57:00,2016-03-09T12:57:00Z,WK058.00,WK,O,CL,E,CA,A,6,29,20,20,2016,FALSE,FALSE,20
2016-02-23,09:11:00,2016-02-23T09:11:00Z,WK058.00,WK,O,CL,F,CA,A,1,31,1.9,1.9,2016,FALSE,FALSE,2
2016-01-20,07:30:00,2016-01-20T07:30:00Z,WK058.00,WK,O,CL,H,CA,A,1,32,1.9,<2,2016,TRUE,FALSE,2
2015-12-28,12:40:00,2015-12-28T12:40:00Z,WK058.00,WK,O,NW,H,CA,A,5,30,1.9,<2,2015,TRUE,FALSE,2
2015-12-16,14:30:00,2015-12-16T14:30:00Z,WK058.00,WK,O,NW,H,CA,A,5,30,1.9,<2,2015,TRUE,FALSE,2
2015-12-01,14:04:00,2015-12-01T14:04:00Z,WK058.00,WK,O,CL,HF,CA,A,5,30,1.9,<2,2015,TRUE,FALSE,2
2015-11-02,15:15:00,2015-11-02T15:15:00Z,WK058.00,WK,O,W,H,CA,A,10,30,1.9,<2,2015,TRUE,FALSE,2
2015-09-08,11:22:00,2015-09-08T11:22:00Z,WK058.00,WK,C,CL,E,CA,A,22,30,2,2,2015,FALSE,FALSE,2
2015-07-22,15:59:00,2015-07-22T15:59:00Z,WK058.00,WK,C,CL,H,CA,A,19,30,1.9,<2,2015,TRUE,FALSE,2
2015-06-17,15:05:00,2015-06-17T15:05:00Z,WK058.00,WK,O,CL,E,A,A,17,30,10,10,2015,FALSE,FALSE,10
2015-06-02,11:17:00,2015-06-02T11:17:00Z,WK058.00,WK,O,CL,H,A,A,13,30,22,22,2015,FALSE,FALSE,22
2015-04-22,16:12:00,2015-04-22T16:12:00Z,WK058.00,WK,C,SW,HE,A,A,11,22,2,2,2015,FALSE,FALSE,2
2015-04-07,16:38:00,2015-04-07T16:38:00Z,WK058.00,WK,O,SW,E,A,A,4,30,1.9,<2,2015,TRUE,FALSE,2
2019-09-23,07:59:00,2019-09-23T07:59:00Z,WK057.00,WK,O,,E,A,A,16,31,1.9,<2,2019,TRUE,FALSE,2
2019-08-20,13:18:00,2019-08-20T13:18:00Z,WK057.00,WK,O,,F,A,A,20,31,1.9,<2,2019,TRUE,FALSE,2
2019-07-30,08:19:00,2019-07-30T08:19:00Z,WK057.00,WK,O,,F,A,A,22,30,4,4,2019,FALSE,FALSE,4
2019-06-26,08:27:00,2019-06-26T08:27:00Z,WK057.00,WK,O,,E,A,A,13,25,46,46,2019,FALSE,FALSE,46
2019-05-29,,2019-05-29T00:00:00Z,WK057.00,WK,O,,LF,A,A,10,25,1.9,<2,2019,TRUE,FALSE,2
2019-04-29,08:46:00,2019-04-29T08:46:00Z,WK057.00,WK,O,,HE,A,A,8,26,1.9,<2,2019,TRUE,FALSE,2
2019-03-18,10:54:00,2019-03-18T10:54:00Z,WK057.00,WK,O,,E,A,A,3,32,3.6,3.6,2019,FALSE,FALSE,3.6
2019-02-26,20:35:00,2019-02-26T20:35:00Z,WK057.00,WK,O,,E,A,A,0,32,1.9,<2,2019,TRUE,FALSE,2
2019-01-28,15:00:00,2019-01-28T15:00:00Z,WK057.00,WK,O,,F,A,A,-1,32,1.9,<2,2019,TRUE,FALSE,2
2019-01-07,12:41:00,2019-01-07T12:41:00Z,WK057.00,WK,O,,HE,A,A,5,32,1.9,<2,2019,TRUE,FALSE,2
2018-10-10,11:00:00,2018-10-10T11:00:00Z,WK057.00,WK,O,CL,HF,A,A,14,31,1.9,<2,2018,TRUE,FALSE,2
2018-09-17,16:44:00,2018-09-17T16:44:00Z,WK057.00,WK,C,S,HF,CA,A,19,32,1.9,<2,2018,TRUE,FALSE,2
2018-08-26,,2018-08-26T00:00:00Z,WK057.00,WK,C,S,E,CA,A,20,31,2,2,2018,FALSE,FALSE,2
2018-08-01,13:55:00,2018-08-01T13:55:00Z,WK057.00,WK,C,S,HF,CA,A,23,34,1.9,<2,2018,TRUE,FALSE,2
2018-06-19,15:50:00,2018-06-19T15:50:00Z,WK057.00,WK,C,N,HF,CA,A,17,32,2,2,2018,FALSE,FALSE,2
2018-05-01,11:46:00,2018-05-01T11:46:00Z,WK057.00,WK,O,S,HF,CA,A,9,23,1.9,<2,2018,TRUE,FALSE,2
2018-04-04,14:03:00,2018-04-04T14:03:00Z,WK057.00,WK,O,S,HF,CA,A,5,31,1.9,<2,2018,TRUE,FALSE,2
2018-03-19,12:35:00,2018-03-19T12:35:00Z,WK057.00,WK,O,SW,HF,CA,A,0,37,1.9,<2,2018,TRUE,FALSE,2
2018-02-26,07:46:00,2018-02-26T07:46:00Z,WK057.00,WK,O,CL,HE,CA,A,1,35,1.9,<2,2018,TRUE,FALSE,2
2018-02-05,14:20:00,2018-02-05T14:20:00Z,WK057.00,WK,O,N,H,CA,A,0,32,1.9,<2,2018,TRUE,FALSE,2
2018-01-22,13:20:00,2018-01-22T13:20:00Z,WK057.00,WK,,,HF,CA,A,,,,,2018,,,
2018-01-09,14:19:00,2018-01-09T14:19:00Z,WK057.00,WK,,,F,CA,A,,,,,2018,,,
2017-11-06,11:30:00,2017-11-06T11:30:00Z,WK057.00,WK,O,S,H,CA,A,10,27,10,10,2017,FALSE,FALSE,10
2017-09-06,11:54:00,2017-09-06T11:54:00Z,WK057.00,WK,C,SW,H,CA,A,18,34,11,11,2017,FALSE,FALSE,11
2017-07-24,13:02:00,2017-07-24T13:02:00Z,WK057.00,WK,C,W,HE,CA,A,20,33,2,2,2017,FALSE,FALSE,2
2017-06-19,07:35:00,2017-06-19T07:35:00Z,WK057.00,WK,C,S,HE,CA,A,19,30,6,6,2017,FALSE,FALSE,6
2017-05-09,11:51:00,2017-05-09T11:51:00Z,WK057.00,WK,O,CL,HE,CA,A,10,25,2,2,2017,FALSE,FALSE,2
