sdate,stime,sdatetime,station,grow_area,openclosed,wdir,tide,class,category,temp,sal,year,doy,month,precip,avgt,maxt,precip_d1,precip_d2,log1precip,log1precip_d1,log1precip_d2,log1precip_2,log1precip_3,gm_open,gm_relay,p90_open,p90_relay,all_lvls,p90_lvls,gm_lvls,pct_1000,pct_500,pct_100,pct_l_1000,pct_l_500,pct_l_100
2015-04-06,13:56:00,2015-04-06T13:56:00Z,WL034.50,WL,C,SE,HE,P,A,5,24,2015,96,Apr,0,1.9,5,0,4.3,0,0,1.667706820558076,1.667706820558076,1.667706820558076,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.763381,3.0003915,0,4.9310269,4.1295013,0
2019-10-16,12:26:00,2019-10-16T12:26:00Z,WL033.00,WL,O,NA,HF,A,A,11,31,2019,289,Oct,1.5,8.1,15,0,0,0.9162907318741551,0,0,0,0.9162907318741551,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2019-09-10,10:11:00,2019-09-10T10:11:00Z,WL033.00,WL,O,NA,HE,A,A,15,30,2019,253,Sep,0,14.4,20,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2019-08-12,11:27:00,2019-08-12T11:27:00Z,WL033.00,WL,O,NA,E,A,A,19,34,2019,224,Aug,0,22.3,28.9,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2019-07-29,08:23:00,2019-07-29T08:23:00Z,WL033.00,WL,O,NA,HF,A,A,22,32,2019,210,Jul,0,24.9,30,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2019-06-12,07:31:00,2019-06-12T07:31:00Z,WL033.00,WL,O,NA,H,A,A,14.5,27,2019,163,Jun,0,16.7,22.8,24.6,0,0,3.242592351485517,0,3.242592351485517,3.242592351485517,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2019-04-30,09:27:00,2019-04-30T09:27:00Z,WL033.00,WL,O,NA,HE,A,A,7,25,2019,120,Apr,1.3,8.1,11.7,0,0,0.832909122935104,0,0,0,0.832909122935104,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2018-10-10,12:47:00,2018-10-10T12:47:00Z,WL033.00,WL,O,CL,H,A,A,15,35,2018,283,Oct,0,23.3,28.9,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2018-08-21,10:09:00,2018-08-21T10:09:00Z,WL033.00,WL,O,CL,E,A,A,19,32,2018,233,Aug,0,17.7,22.2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2018-07-31,15:27:00,2018-07-31T15:27:00Z,WL033.00,WL,O,CL,HE,A,A,22,32,2018,212,Jul,0,22.5,27.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2018-05-09,07:45:00,2018-05-09T07:45:00Z,WL033.00,WL,O,CL,HE,A,A,11,25,2018,129,May,0,10.2,15.6,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2018-04-25,09:50:00,2018-04-25T09:50:00Z,WL033.00,WL,O,CL,E,A,A,8,31,2018,115,Apr,33.3,9.8,12.2,0,0,3.535145354171894,0,0,0,3.535145354171894,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2018-04-11,09:48:00,2018-04-11T09:48:00Z,WL033.00,WL,O,CL,HE,A,A,6,30,2018,101,Apr,0,1.6,7.2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2017-09-25,17:26:00,2017-09-25T17:26:00Z,WL033.00,WL,O,CL,E,A,A,17,33,2017,268,Sep,0,22.1,28.3,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2017-08-28,14:19:00,2017-08-28T14:19:00Z,WL033.00,WL,O,S,F,A,A,19,30,2017,240,Aug,0,16.2,22.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2017-07-19,09:30:00,2017-07-19T09:30:00Z,WL033.00,WL,O,CL,E,A,A,21,30,2017,200,Jul,0,22.4,26.7,14.5,0,0,2.740840023925201,0,2.740840023925201,2.740840023925201,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2017-06-13,15:04:00,2017-06-13T15:04:00Z,WL033.00,WL,O,CL,H,A,A,21,30,2017,164,Jun,0,27.5,32.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2017-05-03,18:24:00,2017-05-03T18:24:00Z,WL033.00,WL,O,NW,H,A,A,8,28,2017,123,May,0,12.3,17.8,8.4,3.3,0,2.2407096892759584,1.4586150226995167,2.5416019934645457,2.5416019934645457,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2017-04-03,17:11:00,2017-04-03T17:11:00Z,WL033.00,WL,O,SW,H,A,A,5,30,2017,93,Apr,0,3.9,11.1,0,28.2,0,0,3.374168709274236,3.374168709274236,3.374168709274236,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2016-11-07,15:22:00,2016-11-07T15:22:00Z,WL033.00,WL,O,CL,HF,A,A,8,30,2016,312,Nov,0,4.4,9.4,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2016-10-04,13:38:00,2016-10-04T13:38:00Z,WL033.00,WL,O,N,H,A,A,15,32,2016,278,Oct,0,12.9,15,0,0.5,0,0,0.4054651081081644,0.4054651081081644,0.4054651081081644,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2016-08-08,15:59:00,2016-08-08T15:59:00Z,WL033.00,WL,O,S,H,A,A,20,30,2016,221,Aug,0,22.7,30.6,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2016-07-20,12:41:00,2016-07-20T12:41:00Z,WL033.00,WL,O,NW,HE,A,A,16,30,2016,202,Jul,0,20.6,27.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2016-06-22,13:27:00,2016-06-22T13:27:00Z,WL033.00,WL,O,SW,H,A,A,17,30,2016,174,Jun,2.3,18.4,23.9,0,0,1.1939224684724346,0,0,0,1.1939224684724346,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2016-04-06,11:13:00,2016-04-06T11:13:00Z,WL033.00,WL,O,W,HE,A,A,6,31,2016,97,Apr,0.5,-1.4,4.4,0,1.5,0.4054651081081644,0,0.9162907318741551,0.9162907318741551,1.0986122886681098,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2015-10-20,15:32:00,2015-10-20T15:32:00Z,WL033.00,WL,O,SE,HF,A,A,9,30,2015,293,Oct,4.6,9.2,18.9,1,0,1.7227665977411035,0.6931471805599453,0,0.6931471805599453,1.8870696490323797,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2015-08-31,12:38:00,2015-08-31T12:38:00Z,WL033.00,WL,O,SW,H,A,A,20,31,2015,243,Aug,0,22.7,30,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2015-07-20,15:27:00,2015-07-20T15:27:00Z,WL033.00,WL,O,SW,HE,A,A,19,30,2015,201,Jul,0,21.9,28.9,15.7,2.5,0,2.8154087194227095,1.252762968495368,2.954910279033736,2.954910279033736,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2015-06-03,12:46:00,2015-06-03T12:46:00Z,WL033.00,WL,O,N,H,A,A,10,30,2015,154,Jun,0,10.6,16.1,16.5,30.5,0,2.8622008809294686,3.449987545831587,3.871201010907891,3.871201010907891,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2015-04-27,08:18:00,2015-04-27T08:18:00Z,WL033.00,WL,O,E,HE,A,A,10,28,2015,117,Apr,2,10.4,14.4,0,0,1.0986122886681098,0,0,0,1.0986122886681098,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2015-04-06,13:50:00,2015-04-06T13:50:00Z,WL033.00,WL,O,SE,HE,A,A,4,30,2015,96,Apr,0,1.9,5,0,4.3,0,0,1.667706820558076,1.667706820558076,1.667706820558076,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,2.1539094,1.4684284,0,3.5117028,3.7107465,0
2019-10-16,12:23:00,2019-10-16T12:23:00Z,WL031.00,WL,O,NA,HF,A,A,10,31,2019,289,Oct,1.5,8.1,15,0,0,0.9162907318741551,0,0,0,0.9162907318741551,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2019-09-10,10:07:00,2019-09-10T10:07:00Z,WL031.00,WL,O,NA,HE,A,A,15,31,2019,253,Sep,0,14.4,20,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2019-08-12,11:22:00,2019-08-12T11:22:00Z,WL031.00,WL,O,NA,E,A,A,18,34,2019,224,Aug,0,22.3,28.9,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2019-07-29,08:26:00,2019-07-29T08:26:00Z,WL031.00,WL,O,NA,HF,A,A,22,32,2019,210,Jul,0,24.9,30,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2019-06-12,07:28:00,2019-06-12T07:28:00Z,WL031.00,WL,O,NA,H,A,A,15,27,2019,163,Jun,0,16.7,22.8,24.6,0,0,3.242592351485517,0,3.242592351485517,3.242592351485517,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2019-04-30,09:23:00,2019-04-30T09:23:00Z,WL031.00,WL,O,NA,HE,A,A,7,25,2019,120,Apr,1.3,8.1,11.7,0,0,0.832909122935104,0,0,0,0.832909122935104,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2018-10-10,12:40:00,2018-10-10T12:40:00Z,WL031.00,WL,O,CL,H,A,A,15,35,2018,283,Oct,0,23.3,28.9,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2018-08-21,10:07:00,2018-08-21T10:07:00Z,WL031.00,WL,O,CL,E,A,A,20,31,2018,233,Aug,0,17.7,22.2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2018-07-31,15:23:00,2018-07-31T15:23:00Z,WL031.00,WL,O,SE,HE,A,A,22,32,2018,212,Jul,0,22.5,27.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2018-05-09,07:42:00,2018-05-09T07:42:00Z,WL031.00,WL,O,CL,HE,A,A,11,26,2018,129,May,0,10.2,15.6,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2018-04-25,09:46:00,2018-04-25T09:46:00Z,WL031.00,WL,O,CL,E,A,A,7,31,2018,115,Apr,33.3,9.8,12.2,0,0,3.535145354171894,0,0,0,3.535145354171894,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2018-04-11,09:44:00,2018-04-11T09:44:00Z,WL031.00,WL,O,CL,HE,A,A,6,29,2018,101,Apr,0,1.6,7.2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2017-09-25,17:24:00,2017-09-25T17:24:00Z,WL031.00,WL,O,CL,E,A,A,19,33,2017,268,Sep,0,22.1,28.3,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2017-08-28,16:41:00,2017-08-28T16:41:00Z,WL031.00,WL,O,NA,H,A,A,19,30,2017,240,Aug,0,16.2,22.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2017-07-19,09:26:00,2017-07-19T09:26:00Z,WL031.00,WL,O,CL,E,A,A,21,30,2017,200,Jul,0,22.4,26.7,14.5,0,0,2.740840023925201,0,2.740840023925201,2.740840023925201,FALSE,TRUE,TRUE,TRUE,gm_relay,p90open,gmrelay,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2017-06-13,15:01:00,2017-06-13T15:01:00Z,WL031.00,WL,O,CL,H,A,A,23,30,2017,164,Jun,0,27.5,32.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2017-05-03,18:20:00,2017-05-03T18:20:00Z,WL031.00,WL,O,NW,H,A,A,8,28,2017,123,May,0,12.3,17.8,8.4,3.3,0,2.2407096892759584,1.4586150226995167,2.5416019934645457,2.5416019934645457,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2017-04-03,17:08:00,2017-04-03T17:08:00Z,WL031.00,WL,O,SW,H,A,A,5,30,2017,93,Apr,0,3.9,11.1,0,28.2,0,0,3.374168709274236,3.374168709274236,3.374168709274236,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2016-11-07,15:18:00,2016-11-07T15:18:00Z,WL031.00,WL,O,CL,HF,A,A,9,30,2016,312,Nov,0,4.4,9.4,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2016-10-04,13:35:00,2016-10-04T13:35:00Z,WL031.00,WL,O,NE,H,A,A,15,31,2016,278,Oct,0,12.9,15,0,0.5,0,0,0.4054651081081644,0.4054651081081644,0.4054651081081644,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2016-08-08,15:56:00,2016-08-08T15:56:00Z,WL031.00,WL,O,S,H,A,A,20,30,2016,221,Aug,0,22.7,30.6,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2016-07-20,12:37:00,2016-07-20T12:37:00Z,WL031.00,WL,O,CL,H,A,A,18,30,2016,202,Jul,0,20.6,27.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2016-06-22,13:23:00,2016-06-22T13:23:00Z,WL031.00,WL,O,CL,H,A,A,17,30,2016,174,Jun,2.3,18.4,23.9,0,0,1.1939224684724346,0,0,0,1.1939224684724346,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2016-04-06,11:09:00,2016-04-06T11:09:00Z,WL031.00,WL,O,W,H,A,A,6,30,2016,97,Apr,0.5,-1.4,4.4,0,1.5,0.4054651081081644,0,0.9162907318741551,0.9162907318741551,1.0986122886681098,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2015-10-20,15:30:00,2015-10-20T15:30:00Z,WL031.00,WL,O,SE,HF,A,A,10,30,2015,293,Oct,4.6,9.2,18.9,1,0,1.7227665977411035,0.6931471805599453,0,0.6931471805599453,1.8870696490323797,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2015-08-31,12:34:00,2015-08-31T12:34:00Z,WL031.00,WL,O,SW,H,A,A,20,31,2015,243,Aug,0,22.7,30,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2015-07-20,15:22:00,2015-07-20T15:22:00Z,WL031.00,WL,O,SW,H,A,A,20,30,2015,201,Jul,0,21.9,28.9,15.7,2.5,0,2.8154087194227095,1.252762968495368,2.954910279033736,2.954910279033736,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2015-06-03,12:42:00,2015-06-03T12:42:00Z,WL031.00,WL,O,CL,H,A,A,12,30,2015,154,Jun,0,10.6,16.1,16.5,30.5,0,2.8622008809294686,3.449987545831587,3.871201010907891,3.871201010907891,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2015-04-27,08:16:00,2015-04-27T08:16:00Z,WL031.00,WL,O,CL,HE,A,A,11,30,2015,117,Apr,2,10.4,14.4,0,0,1.0986122886681098,0,0,0,1.0986122886681098,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2015-04-06,13:47:00,2015-04-06T13:47:00Z,WL031.00,WL,O,SE,HE,A,A,4,27,2015,96,Apr,0,1.9,5,0,4.3,0,0,1.667706820558076,1.667706820558076,1.667706820558076,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,3.8258016,1.4521309,4.294004,5.4059124,2.3464663,8.2006083
2019-10-16,12:19:00,2019-10-16T12:19:00Z,WL030.00,WL,O,NA,HF,A,A,10,31,2019,289,Oct,1.5,8.1,15,0,0,0.9162907318741551,0,0,0,0.9162907318741551,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2019-09-10,10:03:00,2019-09-10T10:03:00Z,WL030.00,WL,O,NA,HE,A,A,15,30,2019,253,Sep,0,14.4,20,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2019-08-12,11:18:00,2019-08-12T11:18:00Z,WL030.00,WL,O,NA,HE,A,A,18,34,2019,224,Aug,0,22.3,28.9,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2019-07-29,08:32:00,2019-07-29T08:32:00Z,WL030.00,WL,O,NA,HF,A,A,22,32,2019,210,Jul,0,24.9,30,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2019-06-12,07:24:00,2019-06-12T07:24:00Z,WL030.00,WL,O,NA,H,A,A,14,27,2019,163,Jun,0,16.7,22.8,24.6,0,0,3.242592351485517,0,3.242592351485517,3.242592351485517,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2019-04-30,09:19:00,2019-04-30T09:19:00Z,WL030.00,WL,O,NA,HE,A,A,7,25,2019,120,Apr,1.3,8.1,11.7,0,0,0.832909122935104,0,0,0,0.832909122935104,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2018-10-10,12:37:00,2018-10-10T12:37:00Z,WL030.00,WL,O,CL,H,A,A,15,34,2018,283,Oct,0,23.3,28.9,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2018-08-21,10:03:00,2018-08-21T10:03:00Z,WL030.00,WL,O,CL,E,A,A,19,31,2018,233,Aug,0,17.7,22.2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2018-07-31,15:21:00,2018-07-31T15:21:00Z,WL030.00,WL,O,SE,HE,A,A,21,32,2018,212,Jul,0,22.5,27.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2018-05-09,07:40:00,2018-05-09T07:40:00Z,WL030.00,WL,O,CL,HE,A,A,10,25,2018,129,May,0,10.2,15.6,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2018-04-25,09:44:00,2018-04-25T09:44:00Z,WL030.00,WL,O,CL,E,A,A,6,31,2018,115,Apr,33.3,9.8,12.2,0,0,3.535145354171894,0,0,0,3.535145354171894,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2018-04-11,09:41:00,2018-04-11T09:41:00Z,WL030.00,WL,O,CL,HE,A,A,5,30,2018,101,Apr,0,1.6,7.2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2017-09-25,17:22:00,2017-09-25T17:22:00Z,WL030.00,WL,O,CL,E,A,A,18,33,2017,268,Sep,0,22.1,28.3,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2017-08-28,16:38:00,2017-08-28T16:38:00Z,WL030.00,WL,O,SE,H,A,A,17,30,2017,240,Aug,0,16.2,22.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2017-07-19,09:23:00,2017-07-19T09:23:00Z,WL030.00,WL,O,CL,E,A,A,20,30,2017,200,Jul,0,22.4,26.7,14.5,0,0,2.740840023925201,0,2.740840023925201,2.740840023925201,FALSE,TRUE,FALSE,TRUE,p90_relay,p90relay,gmrelay,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2017-06-13,14:58:00,2017-06-13T14:58:00Z,WL030.00,WL,O,CL,H,A,A,20,30,2017,164,Jun,0,27.5,32.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2017-05-03,18:17:00,2017-05-03T18:17:00Z,WL030.00,WL,O,N,H,A,A,7,28,2017,123,May,0,12.3,17.8,8.4,3.3,0,2.2407096892759584,1.4586150226995167,2.5416019934645457,2.5416019934645457,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2017-04-03,17:05:00,2017-04-03T17:05:00Z,WL030.00,WL,O,SW,H,A,A,4,30,2017,93,Apr,0,3.9,11.1,0,28.2,0,0,3.374168709274236,3.374168709274236,3.374168709274236,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2016-11-07,15:15:00,2016-11-07T15:15:00Z,WL030.00,WL,O,CL,HF,A,A,8,30,2016,312,Nov,0,4.4,9.4,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2016-10-04,13:30:00,2016-10-04T13:30:00Z,WL030.00,WL,O,NE,H,A,A,14,32,2016,278,Oct,0,12.9,15,0,0.5,0,0,0.4054651081081644,0.4054651081081644,0.4054651081081644,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2016-08-08,15:52:00,2016-08-08T15:52:00Z,WL030.00,WL,O,S,H,A,A,19,30,2016,221,Aug,0,22.7,30.6,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2016-07-20,12:33:00,2016-07-20T12:33:00Z,WL030.00,WL,O,NE,H,A,A,17,30,2016,202,Jul,0,20.6,27.8,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2016-06-22,13:18:00,2016-06-22T13:18:00Z,WL030.00,WL,O,SW,H,A,A,16,30,2016,174,Jun,2.3,18.4,23.9,0,0,1.1939224684724346,0,0,0,1.1939224684724346,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2016-04-06,11:06:00,2016-04-06T11:06:00Z,WL030.00,WL,O,W,H,A,A,5,31,2016,97,Apr,0.5,-1.4,4.4,0,1.5,0.4054651081081644,0,0.9162907318741551,0.9162907318741551,1.0986122886681098,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
2015-10-20,15:28:00,2015-10-20T15:28:00Z,WL030.00,WL,O,SE,HF,A,A,9,30,2015,293,Oct,4.6,9.2,18.9,1,0,1.7227665977411035,0.6931471805599453,0,0.6931471805599453,1.8870696490323797,TRUE,TRUE,TRUE,TRUE,open,p90open,gmopen,4.0143685,3.7398896,2.8616083,6.7898674,9.2527962,8.2288332
